PassengerId,Survived,Age,SibSp,Ticket,Parch,Fare,Sex_female,Pclass_3,Pclass_2,Pclass_1,Embarked_C,Embarked_Q,Embarked_S,Mr,Mrs,Miss,Master,Dr,OtherTitles,With_Cabin,Old,Kid
264,0,40.0,0,112059,0,0.0,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
265,0,29.69911764705882,0,382649,0,7.75,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
266,0,36.0,0,17248,0,10.5,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
267,0,16.0,4,3101295,1,39.6875,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
268,1,25.0,1,347083,0,7.775,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
269,1,58.0,0,17582,1,153.4625,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False
270,1,35.0,0,17760,0,135.6333,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
271,0,29.69911764705882,0,113798,0,31.0,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False
272,1,25.0,0,500,0,0.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
273,1,41.0,0,250644,1,19.5,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
274,0,37.0,0,17596,1,29.7,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False
275,1,29.69911764705882,0,370375,0,7.75,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
276,1,63.0,1,13502,0,77.9583,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False
277,0,45.0,0,347073,0,7.75,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
278,0,29.69911764705882,0,239853,0,0.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
279,0,7.0,4,382652,1,29.125,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
280,1,35.0,1,2673,1,20.25,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
281,0,65.0,0,336439,0,7.75,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False
282,0,28.0,0,347464,0,7.8542,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
283,0,16.0,0,345778,0,9.5,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
284,1,19.0,0,10482,0,8.05,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
285,0,29.69911764705882,0,113056,0,26.0,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
286,0,33.0,0,349239,0,8.6625,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
287,1,30.0,0,345774,0,9.5,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
288,0,22.0,0,349206,0,7.8958,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
289,1,42.0,0,237798,0,13.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
290,1,22.0,0,370373,0,7.75,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
291,1,26.0,0,19877,0,78.85,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
292,1,19.0,1,11967,0,91.0792,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False
293,0,36.0,0,2163,0,12.875,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False
294,0,24.0,0,349236,0,8.85,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
295,0,24.0,0,349233,0,7.8958,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
296,0,29.69911764705882,0,17612,0,27.7208,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False
297,0,23.5,0,2693,0,7.2292,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
298,0,2.0,1,113781,2,151.55,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True
299,1,29.69911764705882,0,19988,0,30.5,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
300,1,50.0,0,17558,1,247.5208,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False
301,1,29.69911764705882,0,9234,0,7.75,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
302,1,29.69911764705882,2,367226,0,23.25,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
303,0,19.0,0,500,0,0.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
304,1,29.69911764705882,0,226593,0,12.35,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
305,0,29.69911764705882,0,2466,0,8.05,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
306,1,0.92,1,113781,2,151.55,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True
307,1,29.69911764705882,0,17421,0,110.8833,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
308,1,17.0,1,17758,0,108.9,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False
309,0,30.0,1,3381,0,24.0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
310,1,30.0,0,17485,0,56.9292,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False
311,1,24.0,0,11767,0,83.1583,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False
312,1,18.0,2,17608,2,262.375,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False
313,0,26.0,1,250651,1,26.0,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
314,0,28.0,0,349243,0,7.8958,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
315,0,43.0,1,13529,1,26.25,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
316,1,26.0,0,347470,0,7.8542,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
317,1,24.0,1,244367,0,26.0,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
318,0,54.0,0,29011,0,14.0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
319,1,31.0,0,36928,2,164.8667,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
320,1,40.0,1,16966,1,134.5,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False
321,0,22.0,0,21172,0,7.25,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
322,0,27.0,0,349219,0,7.8958,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
323,1,30.0,0,234818,0,12.35,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
324,1,22.0,1,248738,1,29.0,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
325,0,29.69911764705882,8,2343,2,69.55,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
326,1,36.0,0,17760,0,135.6333,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False
327,0,61.0,0,345364,0,6.2375,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False
328,1,36.0,0,28551,0,13.0,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False
329,1,31.0,1,363291,1,20.525,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
330,1,16.0,0,111361,1,57.9792,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False
331,1,29.69911764705882,2,367226,0,23.25,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
332,0,45.5,0,113043,0,28.5,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
333,0,38.0,0,17582,1,153.4625,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
334,0,16.0,2,345764,0,18.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
335,1,29.69911764705882,1,17611,0,133.65,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
336,0,29.69911764705882,0,349225,0,7.8958,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
337,0,29.0,1,113776,0,66.6,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
338,1,41.0,0,16966,0,134.5,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False
339,1,45.0,0,7598,0,8.05,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
340,0,45.0,0,113784,0,35.5,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
341,1,2.0,1,230080,1,26.0,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True
342,1,24.0,3,19950,2,263.0,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
343,0,28.0,0,248740,0,13.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
344,0,25.0,0,244361,0,13.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
345,0,36.0,0,229236,0,13.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
346,1,24.0,0,248733,0,13.0,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
347,1,40.0,0,31418,0,13.0,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
348,1,29.69911764705882,1,386525,0,16.1,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
349,1,3.0,1,37671,1,15.9,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True
350,0,42.0,0,315088,0,8.6625,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
351,0,23.0,0,7267,0,9.225,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
352,0,29.69911764705882,0,113510,0,35.0,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
353,0,15.0,1,2695,1,7.2292,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
354,0,25.0,1,349237,0,17.8,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
355,0,29.69911764705882,0,2647,0,7.225,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
356,0,28.0,0,345783,0,9.5,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
357,1,22.0,0,113505,1,55.0,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
358,0,38.0,0,237671,0,13.0,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
359,1,29.69911764705882,0,330931,0,7.8792,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
360,1,29.69911764705882,0,330980,0,7.8792,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
361,0,40.0,1,347088,4,27.9,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
362,0,29.0,1,2167,0,27.7208,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
363,0,45.0,0,2691,1,14.4542,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
364,0,35.0,0,3101310,0,7.05,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
365,0,29.69911764705882,1,370365,0,15.5,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
366,0,30.0,0,7076,0,7.25,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
367,1,60.0,1,110813,0,75.25,True,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False
368,1,29.69911764705882,0,2626,0,7.2292,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
369,1,29.69911764705882,0,14313,0,7.75,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
370,1,24.0,0,17477,0,69.3,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False
371,1,25.0,1,11765,0,55.4417,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False
372,0,18.0,1,3101267,0,6.4958,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
373,0,19.0,0,323951,0,8.05,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
374,0,22.0,0,17760,0,135.6333,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False
375,0,3.0,3,349909,1,21.075,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
376,1,29.69911764705882,1,17604,0,82.1708,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
377,1,22.0,0,7077,0,7.25,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
378,0,27.0,0,113503,2,211.5,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False
379,0,20.0,0,2648,0,4.0125,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
380,0,19.0,0,347069,0,7.775,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
381,1,42.0,0,17757,0,227.525,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
382,1,1.0,0,2653,2,15.7417,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True
383,0,32.0,0,3101293,0,7.925,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
384,1,35.0,1,113789,0,52.0,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
385,0,29.69911764705882,0,349227,0,7.8958,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
386,0,18.0,0,14879,0,73.5,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
387,0,1.0,5,2144,2,46.9,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True
388,1,36.0,0,27849,0,13.0,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
389,0,29.69911764705882,0,367655,0,7.7292,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
390,1,17.0,0,1748,0,12.0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
391,1,36.0,1,113760,2,120.0,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
392,1,21.0,0,350034,0,7.7958,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
393,0,28.0,2,3101277,0,7.925,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
394,1,23.0,1,35273,0,113.275,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False
395,1,24.0,0,9549,2,16.7,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False
396,0,22.0,0,350052,0,7.7958,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
397,0,31.0,0,350407,0,7.8542,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
398,0,46.0,0,28403,0,26.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
399,0,23.0,0,244278,0,10.5,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
400,1,28.0,0,240929,0,12.65,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
401,1,39.0,0,3101289,0,7.925,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
402,0,26.0,0,341826,0,8.05,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
403,0,21.0,1,4137,0,9.825,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
404,0,28.0,1,3101279,0,15.85,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
405,0,20.0,0,315096,0,8.6625,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
406,0,34.0,1,28664,0,21.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
407,0,51.0,0,347064,0,7.75,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
408,1,3.0,1,29106,1,18.75,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True
409,0,21.0,0,312992,0,7.775,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
410,0,29.69911764705882,3,4133,1,25.4667,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
411,0,29.69911764705882,0,349222,0,7.8958,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
412,0,29.69911764705882,0,394140,0,6.8583,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
413,1,33.0,1,19928,0,90.0,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False
414,0,29.69911764705882,0,239853,0,0.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
415,1,44.0,0,3101269,0,7.925,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
416,0,29.69911764705882,0,343095,0,8.05,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
417,1,34.0,1,28220,1,32.5,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
418,1,18.0,0,250652,2,13.0,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
419,0,30.0,0,28228,0,13.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
420,0,10.0,0,345773,2,24.15,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
421,0,29.69911764705882,0,349254,0,7.8958,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
422,0,21.0,0,13032,0,7.7333,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
423,0,29.0,0,315082,0,7.875,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
424,0,28.0,1,347080,1,14.4,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
425,0,18.0,1,370129,1,20.2125,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
426,0,29.69911764705882,0,34244,0,7.25,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
427,1,28.0,1,2003,0,26.0,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
428,1,19.0,0,250655,0,26.0,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
429,0,29.69911764705882,0,364851,0,7.75,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
430,1,32.0,0,392078,0,8.05,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False
431,1,28.0,0,110564,0,26.55,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
432,1,29.69911764705882,1,376564,0,16.1,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
433,1,42.0,1,3085,0,26.0,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
434,0,17.0,0,3101274,0,7.125,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
435,0,50.0,1,13507,0,55.9,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
436,1,14.0,1,113760,2,120.0,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
437,0,21.0,2,6608,2,34.375,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
438,1,24.0,2,29106,3,18.75,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
439,0,64.0,1,19950,4,263.0,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
440,0,31.0,0,18723,0,10.5,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
441,1,45.0,1,13529,1,26.25,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
442,0,20.0,0,345769,0,9.5,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
443,0,25.0,1,347076,0,7.775,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
444,1,28.0,0,230434,0,13.0,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
445,1,29.69911764705882,0,65306,0,8.1125,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
446,1,4.0,0,33638,2,81.8583,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True
447,1,13.0,0,250644,1,19.5,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
448,1,34.0,0,113794,0,26.55,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False
449,1,5.0,2,2666,1,19.2583,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True
450,1,52.0,0,113786,0,30.5,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False
451,0,36.0,1,34651,2,27.75,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
452,0,29.69911764705882,1,65303,0,19.9667,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
453,0,30.0,0,113051,0,27.75,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False
454,1,49.0,1,17453,0,89.1042,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False
455,0,29.69911764705882,0,2817,0,8.05,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
456,1,29.0,0,349240,0,7.8958,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
457,0,65.0,0,13509,0,26.55,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
458,1,29.69911764705882,1,17464,0,51.8625,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False
459,1,50.0,0,13531,0,10.5,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
460,0,29.69911764705882,0,371060,0,7.75,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
461,1,48.0,0,19952,0,26.55,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
462,0,34.0,0,364506,0,8.05,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
463,0,47.0,0,111320,0,38.5,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
464,0,48.0,0,234360,0,13.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
465,0,29.69911764705882,0,2816,0,8.05,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
466,0,38.0,0,3101306,0,7.05,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
467,0,29.69911764705882,0,239853,0,0.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
468,0,56.0,0,113792,0,26.55,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False
469,0,29.69911764705882,0,36209,0,7.725,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
470,1,0.75,2,2666,1,19.2583,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True
471,0,29.69911764705882,0,323592,0,7.25,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
472,0,38.0,0,315089,0,8.6625,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
473,1,33.0,1,34651,2,27.75,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
474,1,23.0,0,541,0,13.7917,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
475,0,22.0,0,7553,0,9.8375,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
476,0,29.69911764705882,0,110465,0,52.0,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
477,0,34.0,1,31027,0,21.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
478,0,29.0,1,3460,0,7.0458,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
479,0,22.0,0,350060,0,7.5208,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
480,1,2.0,0,3101298,1,12.2875,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
481,0,9.0,5,2144,2,46.9,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
482,0,29.69911764705882,0,239854,0,0.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
483,0,50.0,0,3594,0,8.05,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
484,1,63.0,0,4134,0,9.5875,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False
485,1,25.0,1,11967,0,91.0792,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False
486,0,29.69911764705882,3,4133,1,25.4667,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
487,1,35.0,1,19943,0,90.0,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False
488,0,58.0,0,11771,0,29.7,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False
489,0,30.0,0,18509,0,8.05,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
490,1,9.0,1,37671,1,15.9,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
491,0,29.69911764705882,1,65304,0,19.9667,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
492,0,21.0,0,3101317,0,7.25,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
493,0,55.0,0,113787,0,30.5,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
494,0,71.0,0,17609,0,49.5042,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False
495,0,21.0,0,45380,0,8.05,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
496,0,29.69911764705882,0,2627,0,14.4583,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
497,1,54.0,1,36947,0,78.2667,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False
498,0,29.69911764705882,0,6212,0,15.1,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
499,0,25.0,1,113781,2,151.55,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False
500,0,24.0,0,350035,0,7.7958,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
501,0,17.0,0,315086,0,8.6625,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
502,0,21.0,0,364846,0,7.75,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
503,0,29.69911764705882,0,330909,0,7.6292,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
504,0,37.0,0,4135,0,9.5875,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
505,1,16.0,0,110152,0,86.5,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
506,0,18.0,1,17758,0,108.9,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False
507,1,33.0,0,26360,2,26.0,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
508,1,29.69911764705882,0,111427,0,26.55,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False
509,0,28.0,0,4001,0,22.525,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
510,1,26.0,0,1601,0,56.4958,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
511,1,29.0,0,382651,0,7.75,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
512,0,29.69911764705882,0,3101316,0,8.05,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
513,1,36.0,0,17473,0,26.2875,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
514,1,54.0,1,17603,0,59.4,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
515,0,24.0,0,349209,0,7.4958,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
516,0,47.0,0,36967,0,34.0208,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
517,1,34.0,0,34260,0,10.5,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False
518,0,29.69911764705882,0,371110,0,24.15,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
519,1,36.0,1,226875,0,26.0,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
520,0,32.0,0,349242,0,7.8958,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
521,1,30.0,0,12749,0,93.5,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
522,0,22.0,0,349252,0,7.8958,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
523,0,29.69911764705882,0,2624,0,7.225,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
524,1,44.0,0,111361,1,57.9792,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False
525,0,29.69911764705882,0,2700,0,7.2292,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
526,0,40.5,0,367232,0,7.75,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
527,1,50.0,0,14258,0,10.5,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
528,0,29.69911764705882,0,17483,0,221.7792,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
